5,114.9639
5.05,108.6408
5.1,58.69596
5.15,151.8013
5.2,121.2956
5.25,-46.14931
5.3,39.47198
5.35,-71.83524
5.4,186.601
5.45,108.1195
5.5,82.72534
5.55,170.424
5.6,194.5541
5.65,135.121
5.7,52.12991
5.75,85.58626
5.8,48.82866
5.85,105.1958
5.9,238.0262
5.95,203.9921
6,213.0985
6.05,188.6844
6.1,224.0882
6.15,152.6486
6.2,247.7043
6.25,129.2606
6.3,167.3229
6.35,-58.1036
6.4,36.31982
6.45,123.9318
6.5,198.071
6.55,182.076
6.6,89.28561
6.65,236.3717
6.7,93.33961
6.75,290.1947
6.8,286.9422
6.85,183.5876
6.9,176.8027
6.95,379.9262
7,159.6302
7.05,259.2532
7.1,258.8007
7.15,414.9445
7.2,277.69
7.25,397.0426
7.3,129.6741
7.35,225.59
7.4,408.1289
7.45,513.9628
7.5,659.7636
7.55,375.5367
7.6,304.6208
7.65,613.6878
7.7,546.0764
7.75,648.4585
7.8,600.8395
7.85,676.558
7.9,642.2861
7.95,821.3624
8,907.1255
8.05,652.9142
8.1,1232.067
8.15,967.9225
8.2,1223.819
8.25,1353.097
8.3,1622.426
8.35,1828.479
8.4,1834.595
8.45,2267.446
8.5,2333.703
8.55,2773.373
8.6,3036.46
8.65,3419.636
8.7,4119.574
8.75,4839.611
8.8,5829.754
8.85,7063.341
8.9,8510.377
8.95,10667.53
9,12808.15
9.05,15552.23
9.1,18013.12
9.15,20384.15
9.2,21748.66
9.25,20819.99
9.3,18488.14
9.35,15606.46
9.4,13071.62
9.45,10800.28
9.5,8679.124
9.55,7148.151
9.6,6094.036
9.65,5113.45
9.7,4629.731
9.75,3812.886
9.8,3349.586
9.85,2613.169
9.9,2406.975
9.95,2384.342
10,2328.608
10.05,2083.113
10.1,1681.194
10.15,1682.859
10.2,1468.11
10.25,1396.955
10.3,1149.398
10.35,1195.444
10.4,1185.099
10.45,1215.036
10.5,931.9249
10.55,962.4389
10.6,793.2498
10.65,657.6962
10.7,765.7834
10.75,780.85
10.8,886.2349
10.85,721.9432
10.9,584.6469
10.95,474.3514
11,517.7287
11.05,241.4507
11.1,562.1895
11.15,419.9502
11.2,531.4022
11.25,339.8701
11.3,368.6754
11.35,331.1399
11.4,47.25213
11.45,357.0004
11.5,197.0398
11.55,74.02545
11.6,331.279
11.65,32.12228
11.7,289.877
11.75,171.1981
11.8,152.7408
11.85,174.4935
11.9,63.11127
11.95,138.5824
12,117.5621
12.05,33.37209
12.1,119.334
12.15,138.7697
12.2,118.3342
12.25,118.0159
12.3,41.13648
12.35,-12.31555
12.4,74.31484
12.45,-55.65061
12.5,151.1098
12.55,-85.41541
12.6,258.0954
12.65,94.96394
12.7,-8.15465
12.75,92.06135
12.8,-101.0663
12.85,105.7841
12.9,99.26759
12.95,-120.6273
13,39.42099
13.05,-17.26566
13.1,262.6345
13.15,-24.22362
13.2,68.81521
13.25,35.07267
13.3,224.5372
13.35,-112.8029
13.4,133.0409
13.45,35.3903
13.5,104.2337
13.55,9.559438
13.6,71.35601
13.65,249.6118
13.7,164.3152
13.75,175.4546
13.8,163.0184
13.85,63.6617
13.9,60.70624
13.95,-2.526251
14,150.6193
14.05,66.79795
14.1,119.3315
14.15,168.2082
14.2,193.4166
14.25,158.2784
14.3,156.1154
14.35,266.9159
14.4,197.335
14.45,100.6944
14.5,140.3159
14.55,-13.81204
14.6,104.9655
14.65,59.97425
14.7,181.2216
14.75,42.05219
14.8,119.1441
14.85,275.8419
14.9,65.49029
14.95,158.1006
15,163.6842
15.05,-1.081066
15.1,163.8163
15.15,101.7208
15.2,99.31055
15.25,69.93015
15.3,3.590934
15.35,-113.0291
15.4,86.74801
15.45,152.9336
15.5,-67.79429
15.55,167.9089
15.6,46.72129
15.65,-4.679235
15.7,97.05202
15.75,48.59303
15.8,26.62181
15.85,7.816334
15.9,-31.1454
15.95,-33.5854
16,57.17432
16.05,-5.521586
16.1,105.0049
16.15,95.43172
16.2,-160.8964
16.25,2.698424
16.3,-0.4390482
16.35,-200.2975
16.4,-163.5324
16.45,56.53445
16.5,-40.08577
16.55,-93.38171
16.6,-13.34203
16.65,-106.6221
16.7,36.78946
16.75,-213.0961
16.8,-96.26738
16.85,-76.04644
16.9,-159.0886
16.95,-235.3826
17,-94.91697
17.05,85.65282
17.1,86.33813
17.15,47.15029
17.2,-8.566051
17.25,-4.132895
17.3,-112.8723
17.35,8.560534
17.4,33.51012
17.45,-44.67883
17.5,-19.32833
17.55,-207.0937
17.6,-87.96369
17.65,-38.59357
17.7,121.028
17.75,17.57891
17.8,207.7373
17.85,291.5143
17.9,55.58808
17.95,113.3032
18,144.6711
18.05,-33.63044
18.1,208.4071
18.15,67.44655
18.2,123.4813
18.25,353.1712
18.3,209.8429
18.35,260.1563
18.4,-42.5618
18.45,285.015
18.5,226.2135
18.55,64.36017
18.6,129.4483
18.65,161.4713
18.7,123.7557
18.75,92.96147
18.8,219.0819
18.85,115.4435
18.9,158.7064
18.95,-134.4696
19,65.90887
19.05,99.83508
19.1,83.96895
19.15,91.63712
19.2,-50.50046
19.25,-15.78385
19.3,-97.55309
19.35,30.85176
19.4,-23.90934
19.45,-55.17644
19.5,20.37707
19.55,-13.92219
19.6,101.9191
19.65,-92.10588
19.7,-162.6704
19.75,20.21875
19.8,-20.11178
19.85,-37.00204
19.9,-93.79208
19.95,49.51138
20,116.2349
20.05,-216.9614
20.1,-0.08443233
20.15,90.19252
20.2,13.86272
20.25,-195.7472
20.3,-211.9773
20.35,-54.83435
20.4,-57.65832
20.45,9.544049
20.5,46.76603
20.55,-79.33241
20.6,-88.75801
20.65,-54.85081
20.7,-30.95086
20.75,-103.7315
20.8,50.13378
20.85,-59.36165
20.9,-15.55785
20.95,-15.12822
21,21.92053
21.05,12.24835
21.1,-47.48481
21.15,106.0477
21.2,-0.4942722
21.25,82.88266
21.3,-0.4949194
21.35,139.3663
21.4,59.12618
21.45,28.7781
21.5,-25.01803
21.55,137.7324
21.6,53.69604
21.65,-73.79253
21.7,105.268
21.75,-109.1211
21.8,69.70805
21.85,8.423514
21.9,0.3598501
21.95,45.51834
22,-16.09971
22.05,115.507
22.1,-62.99372
22.15,-21.60043
22.2,-23.64523
22.25,30.87315
22.3,-1.377339
22.35,-27.06208
22.4,127.1535
22.45,54.60416
22.5,-58.0423
22.55,-24.11789
22.6,9.712012
22.65,30.11536
22.7,-32.90657
22.75,97.31417
22.8,200.7789
22.85,-32.51121
22.9,-25.88809
22.95,-146.0172
23,-39.56385
23.05,143.4732
23.1,-113.5715
23.15,72.63677
23.2,12.09925
23.25,-71.84946
23.3,4.125279
23.35,23.35807
23.4,182.5169
23.45,51.60295
23.5,-32.71574
23.55,69.5621
23.6,-64.89561
23.65,17.24577
23.7,-27.34583
23.75,77.99755
23.8,156.6105
23.85,-101.5056
23.9,23.65038
23.95,-24.58684
24,-9.549342
24.05,-14.56917
24.1,57.02161
24.15,-24.77571
24.2,-46.62651
24.25,58.13715
24.3,-90.48344
24.35,54.17966
24.4,75.46107
24.45,-123.3046
24.5,-12.11605
24.55,49.02798
24.6,-76.53788
24.65,117.8543
24.7,95.53915
24.75,-26.81537
24.8,-79.208
24.85,-21.63745
24.9,12.56423
24.95,-29.93502
25,-9.134054
25.05,34.96766
25.1,-80.96282
25.15,6.40823
25.2,-59.58547
25.25,124.3898
25.3,21.66778
25.35,2.248834
25.4,36.13337
25.45,59.98843
25.5,-56.18558
25.55,-92.38828
25.6,28.0474
25.65,-124.8782
25.7,38.8354
25.75,-47.47816
25.8,-20.48512
25.85,93.14823
25.9,-43.24437
25.95,-66.32922
26,17.22743
26.05,40.75928
26.1,-52.39994
26.15,-48.91651
26.2,-88.79003
26.25,91.31322
26.3,1.393616
26.35,-21.88177
26.4,-68.51256
26.45,-45.16501
26.5,38.16124
26.55,38.13327
26.6,31.41812
26.65,-25.31714
26.7,-18.73879
26.75,67.82021
26.8,81.02694
26.85,47.54844
26.9,44.05177
26.95,10.53733
27,-82.99451
27.05,-6.543339
27.1,-6.77545
27.15,39.64289
27.2,79.37872
27.25,-4.234209
27.3,-47.86219
27.35,138.4952
27.4,48.17157
27.45,67.8341
27.5,44.14981
27.55,-36.21426
27.6,-9.924372
27.65,-13.64681
27.7,-24.04784
27.75,-91.12709
27.8,21.7825
27.85,-11.98533
27.9,27.56979
27.95,3.781592
28,73.31713
28.05,-133.8232
28.1,-47.63902
28.15,-68.12994
28.2,104.7044
28.25,-25.80215
28.3,-49.64934
28.35,59.82993
28.4,32.63605
28.45,-14.56391
28.5,-48.43624
28.55,44.35279
28.6,17.13689
28.65,-46.7502
28.7,29.35856
28.75,-7.869759
28.8,54.89856
28.85,94.33057
28.9,0.4266596
28.95,-100.1461
29,15.94599
29.05,62.03667
29.1,-58.54034
29.15,-2.451323
29.2,-23.02921
29.25,136.393
